companyname,scraping date,web-scraper-order,jobtitle,jobtitleurls-href,location,employment type,skills,salary,noofopenings,web-scraper-start-url,companylogo-src,posted date,experience,qualification,description,prefered,summery,additional,swcondary,
IBM,05-02-2024 12:32,1706530583-24,Senior Consultant-SAP HANA FIN FI,https://careers.ibm.com/job/19601200/senior-consultant-sap-hana-fin-fi-remote/?codes=WEB_SEARCH_NA,Multiple Locations See All,Category:Consulting,,Req ID:675340BR,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
As a Package Consultant at IBM, get ready to tackle numerous mission-critical company directives. Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using various tools. You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients’ business environment and achieve business results.

Your Role and Responsibilities
You will play a strategic role as a Senior Consultant, as you will serve as a client-facing practitioner who sells, leads discovery and exploration phases and assure quality across the realization and deployment phases utilizing the breadth of IBM’s offerings, technologies and our global integrated delivery models.
A successful Consultant is regarded by clients as a trusted business advisor who inspires and collaborates to provide innovative solutions used to solve the most challenging business problems.
You will work on projects that help clients integrate strategy, process, technology, and information to increase effectiveness, reduce costs and improve profit and shareholder value. You can take advantage of opportunities to master new skills, work across different disciplines, move into new challenges and develop a robust understanding of different industries.
Your primary responsibilities include:  Lead the technical design and implementation of SAP solutions for simplicity, amplification, and maintainability. Work from strategy development to solution implementation using your knowledge of SAP and working with the latest technologies such as S4Hana and SAP FIN                                                                                                       Participate in the technical design and implementation of PM (HANA) solutions for simplicity, amplification, and maintainability. Work from strategy development to solution implementation using your knowledge of SAP FIN modules. Partner with a cross-functional global team to ensure customer success in an agile environment. Partner with a cross-functional global team to ensure customer success in an agile environment.  
Required Technical and Professional Expertise  Deep knowledge and proven expertise on SAP FIN design, implementation, and integration with the surrounding SAP modules. SAP Consulting experience, across advisory and implementation services. Knowledge of financial and accounting principles, best practices, regulatory compliance and reporting requirements. Strong communication and interpersonal skills to work effectively with business users, IT teams, and external stakeholders. Ability to work independently and as part of a team, and a commitment to delivering high-quality solutions. The candidate should have strong team working skills and pro-activity to suggest new ideas and adapt to the new HANA technologies.  
Preferred Technical and Professional Expertise  Project management skills and the ability to manage multiple tasks and priorities. Excellent analytical and problem-solving skills. English fluent",,,,,
IBM,05-02-2024 12:32,1706530591-25,Package Consultant: Oracle ERP Cloud Financials,https://careers.ibm.com/job/19598208/package-consultant-oracle-erp-cloud-financials-kolkata-in/?codes=WEB_SEARCH_NA,"Kolkata, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in our IBM Client Innovation Center (CIC), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. These centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology As a Package Consultant at IBM, get ready to tackle numerous mission-critical company directives. Our team takes on the challenge of designing, developing and re-engineering highly complex application components and integrating software packages using various tools. You will use a mix of consultative skills, business knowledge, and technical expertise to effectively integrate packaged technology into our clients’ business environment and achieve business results.

Your Role and Responsibilities  Develop partnerships with key stake holders in HR to understand the strategic direction, business process, and business needs Should be well versed with AGILE / Scrum / Devops. Create technical solutions to meet business requirements Help Finance business users adopt best practices Excellent Verbal & written communication skills. Define user information requirements in Oracle E-Business Suite Implement plans to test business and functional processes Manage Test Scripts that support Oracle R12 financial applications Lead technical acceptance testing (Unit, SIT, and QAT) of patches and upgrades Deliver training content to users. Candidate must be ready to work from office daily and in shifts if required. NO Work From Home allowed.    
Required Technical and Professional Expertise  Minimum of 5+ years of relevant experience in Oracle Cloud Applications. Excellent (2-3 projects) implementation experience in cloud/fusion and 2/3 implementations in 12.2.9, Overall 8+ years of relevant experience in Oracle R12. 2.9 and fusion release 13. Reasonable exposure on P2P modules like iproc/PO/AP/FA/ebiz Tax/India localization/GL. Both Oracle R12. 2.9 and cloud Applications experience is must Oracle Projects exposure is added advantageSub ledger Accounting (SLA) knowledge.  
Preferred Technical and Professional Expertise  Oracle PLSQL. DBA / Technical Skills. Performance Tuning.",,,,,
IBM,05-02-2024 12:32,1706530601-26,Application Architect: Oracle Enterprise Applications,https://careers.ibm.com/job/19723084/application-architect-oracle-enterprise-applications-bangalore-in/?codes=WEB_SEARCH_NA,"Bangalore, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in our IBM Client Innovation Center (CIC), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. These centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology. A career in IBM Consulting is rooted in long-term relationships and close collaboration with
clients across the globe.
You’ll work with visionaries across multiple industries to improve the hybrid cloud and AI
journey for the most innovative and valuable companies in the world. Your ability to accelerate
impact and make meaningful change for your clients is enabled by our strategic partner
ecosystem and our robust technology platforms across the IBM portfolio, including Software
and Red Hat.
Curiosity and a constant quest for knowledge serve as the foundation to success in IBM
Consulting. You will be encouraged to challenge the norm, investigate ideas outside of your
role, and come up with creative solutions resulting in groundbreaking impact for a wide
network of clients. Our culture of evolution and empathy centers on long-term career growth
and development opportunities in an environment that embraces your unique skills and
experience

Your Role and Responsibilities
As an Architect in IBM Consulting, you’ll serve as a leader in defining solutions for clients. You’ll be the advocate for the client while guiding the technical team to implementation.
You’ll collaborate with client stakeholders and internal partners to understand the business problem and requirements, constraints of the system and concerns of the various stakeholders to systematically transform detailed solutions (architectures) for the client. Your primary responsibilities include:   Work with customers to help build applications at scale in the Siebel that meet business requirements. Collaborate with the migration team in the analysis, design and implementation of technology solutions. Conduct analysis and proof of concepts for new solutions while working collaboratively through any issues that arise during the migration.  
Required Technical and Professional Expertise  Perform solution design considering best practices and performance, code review, etc. Should have performance tuning skills and assist in performance testing analysis, SQL queries analysis. Experience in performing Siebel crash analysis.”  
Preferred Technical and Professional Expertise  Experience in DB-reorg and optimizations, Siebel archival. Experience in working with Oracle ACS to find resolution for production issues, new requirements.",,,,,
IBM,05-02-2024 12:32,1706530606-27,Application Developer: Cloud FullStack,https://careers.ibm.com/job/19619466/application-developer-cloud-fullstack-pune-in/?codes=WEB_SEARCH_NA,"Pune, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in our IBM Client Innovation Center (CIC), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. These centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment.  The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!

Your Role and Responsibilities  Solution using multiple technologies to address functional needs, and convert design to functional and technical specifications. Provides and/or oversees business application functional support services to meet customer performance, availability, service level agreements and customer satisfaction targets. Ensures adherence to project management, software application development, testing, service management, change management, RCA and other relevant processes, standards, governance and controls Plan and manage medium to large scale, complex, integrated application or platform projects to ensure effective and efficient execution in line with guardrails of scope, timeline, budget and quality. Help defining coding best practices within team. Perform design reviews  
Required Technical and Professional Expertise  Java 8 and above, Spring boot, REST API Design and development, Spring cloud, Spring Data/JPA/Hibernate, Database (SQL server/DB2), Docker, Container orchestration (Open Shift / Kubernetes), Messaging (Rabbit MQ / Kafka knowledge), CI/CD (Azure DevOps / Drone.io) & Monitoring & Alerting (AppDynamics / Prometheus)  
Preferred Technical and Professional Expertise  ELK stack, Grafana & AWS",,,,,
IBM,05-02-2024 12:32,1706530611-28,Platform SW Developer – Backend Development,https://careers.ibm.com/job/19731602/platform-sw-developer-backend-development-hyderabad-in/?codes=WEB_SEARCH_NA,"Hyderabad, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
Do you have a passion for learning and applying modern software engineering practices? Are you excited to use these practices to deliver and manage mission critical services at scale? Are you a quick thinker? If so, please read on.
Do you love to solve business problems with systems and integrations? Do you want every day to be a bit different and allow you to work with individuals across the spectrum of the organization? Then you just may be a fit for this critical software developer role.
IBM is trailblazing new solutions and services that span key technologies within the IBM Infrastructure portfolio. We are looking for experienced candidates focused on back-end development. As a software engineer, the ideal candidate must bring a deep level of experience designing, implementing, and troubleshooting modern as-a-service and cloud capabilities.
In addition, they are accountable as individuals and organizational leaders for delivering value by bringing relevant technology domain and implementation expertise in topics aligned with cloud platform integration, orchestration & provisioning, security and DevOps.
As an IBM software developer, you are also expected to assist in the gathering of business and technical requirements, to implement specific technologies while demonstrating progress on a regular basis and to partner with technical leads or project managers to identify and overcome blockers.

Your Role and Responsibilities
About the Team: IBM Infrastructure offers clients the enterprise IT infrastructure they need to lead in the era of Hybrid Cloud and AI. The latest generation of IBM servers, storage, associated software, and support – as well as our IBM Cloud Platform – can help clients modernize and scale on-premises and in the cloud with secure hybrid cloud and trusted AI automation and insights.
The successful candidate will be part of the IBM Infrastructure Platform organization with the following key responsibilities:  Development and maintenance of key as-a-service capabilities Supporting customer/business requirements Developing tools for support teams to enable them to quickly respond to customer requests Helping service providers to successfully onboard onto Infrastructure platform capabilities Partnering with Global Teams to provide related production support   Your Role & Responsibilities: IBM Infrastructure is a catalyst that makes the world work better because our clients demand it. Heterogeneous environments, the explosion of data, digital automation and cybersecurity threats require hybrid cloud infrastructure and enterprise automated intelligence that only IBM can provide.
As a critical member of the team tasked with delivering on above promise, your day-to-day activities will include but may not be limited to the following:  Developing knowledge of major cloud and as-a-service technologies, and additional knowledge or experience in the areas of IT and/or cloud technology architecture (service management and/or resiliency is a plus) Implementing modern tools and techniques to develop clean, efficient and reusable code and actively participating in code and design reviews Identifying and addressing design, development and delivery performance bottlenecks Leveraging monitoring tools to gain insight into performance or potential failure points and taking corrective action Coordinating with support and development teams with which IBM Infrastructure Platform interacts to follow up on dependencies and issues and resolving them Defining, implementing and executing unit tests (including automation)  
Required Technical and Professional Expertise  A minimum of 4+ years of experience in software development Experience with Node JS / GO, Python, REST, JSON Experience with Cloudant or NoSQL database, Jenkins Experience with agile software development, continuous integration and continuous delivery Experience in working with large teams distributed across geo locations Strong debug skills, effective verbal and written communication skills, team oriented  
Preferred Technical and Professional Expertise  Knowledge of the IBM Cloud platforms or another as-a-service platform and its architecture Experience working in a startup / scale-up business environment Proficient with one or more project management tools – Jira, Git, Aha, etc",,,,,
IBM,05-02-2024 12:32,1706530613-29,AWS Cloud Administrator,https://careers.ibm.com/job/19742567/aws-cloud-administrator-remote/?codes=WEB_SEARCH_NA,Multiple Locations See All,Category:Software Engineering,,Req ID:683918BR,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,"Projected Maximum Salary:$147,840 per year",,,"Introduction
The infrastructure running industries likes transportation, energy, insurance, banking or healthcare is quickly changing as the world’s relationship with technology evolves. Companies have more choices than ever before between on-premise, off-premise, or a hybrid approach. Our Infrastructure Specialists are responsible for keeping up with these latest and greatest of these changes and using their expertise to deliver solutions that meet the needs of our customers and products.

Your Role and Responsibilities Octo, an IBM company, is an industry-leading, award-winning provider of technical solutions for the federal government.  At Octo, we specialize in providing agile software engineering, user experience design, cloud services, and digital strategy services that address government’s most pressing missions. Octo delivers intelligent solutions and rapid results, yielding lower costs and measurable outcomes. Our team is what makes Octo great. At Octo you’ll work beside some of the smartest and most accomplished staff you’ll find in your career.  Octo offers fantastic benefits and an amazing workplace culture where you will feel valued while you perform mission critical work for our government.  Voted one of the region’s best places to work multiple times, Octo is an employer of choice!  You… Are you an experienced AWS Cloud Administrator looking for an exciting opportunity to make a difference in the Intelligence Community? Does designing, developing, implementing, operating, managing client cloud services in AWS get you excited? Are you motivated to learn and challenge yourself in new skills and tasks? This is an exciting opportunity to bring your critical skills to our customer’s most challenging problems in providing the AWS on multiple classified networks Specifically, we are searching for junior and mid cloud smart administrators with fresh ideas, who strives to make an impact, and enjoys collaborating on a cross functional team to meet our customer’s needs. Us… We were founded as a fresh alternative in the Government Consulting Community and are dedicated to the belief that results are a product of analytical thinking, agile design principles and that solutions are built in collaboration with, not for, our customers. This mantra drives us to succeed and act as true partners in advancing our client’s missions. Program Mission…                                                                                 Direct support to our Nation’s Intelligence Community, the Cloud Management Office is responsible for implementing and maintaining critical cloud services for all the agencies users. Currently an AWS centric architecture, they are quickly growing into other cloud environments with Azure and Oracle, across Unclassified, Secret, and Top Secret domains. You will provide support for onboarding, provisioning, and maintaining all cloud resources for the agency.  Years of Experience: For Junior level, 0-4 years experience; For Mid-level, 5-9 years experience Education: BS degree in Engineering, Computer Science, or another related field or 4 years of experience may be substituted for in lieu of degree Location: Chantilly, VA Clearance: Active TS/SCI with CI Poly required 
Required Technical and Professional Expertise ·        Providing Cloud Service support on multiple networks for an Intel customer  ·        Operate, maintain, improve, and manage user cloud access and usage  ·        Provision cloud access and accounts  ·        Provide Tier 2 and Tier 3 support  ·        Recommend, collect, and report Cloud Management Infrastructure performance metrics  ·        Provide Cloud Management Infrastructure baseline system engineering documentation  ·        Provide snapshots and audit data  ·        Integrate new releases and features into the Cloud environment  ·        Support Risk Management Framework to achieve and maintain Authority to Operate (ATO)  Clearance: Active TS/SCI with CI Poly required 
Preferred Technical and Professional Expertise ·        BS degree in Engineering, Computer Science, or another related field (4 additional years of experience may be substituted for in lieu of degree)  ·        Experience in AWS, Azure, Oracle or other cloud environments ·        Experience triaging and working customer tickets  ·        Knowledge of Linux system administration  ·        Advanced organizational skills with the ability to handle multiple assignments  ·        Security certification (CompTIA Security+)  ·        AWS or Azure Certifications  ·        Strong written and oral communication skills  ·        Microsoft Office proficiency",,,,,
IBM,05-02-2024 12:32,1706530618-30,Application Developer: AWS Cloud FullStack,https://careers.ibm.com/job/19602874/application-developer-aws-cloud-fullstack-bangalore-in/?codes=WEB_SEARCH_NA,"Bangalore, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in our IBM Client Innovation Center (CIC), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world.? These centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology As an Application Developer, you will lead IBM into the future by translating system requirements into the design and development of customized systems in an agile environment.  The success of IBM is in your hands as you transform vital business needs into code and drive innovation. Your work will power IBM and its clients globally, collaborating and integrating code into enterprise systems. You will have access to the latest education, tools and technology, and a limitless career path with the world’s technology leader. Come to IBM and make a global impact!

Your Role and Responsibilities
Developer leads the cloud application development/deployment for client based on AWS development methodology, tools and best practices. A developer responsibility is to lead the execution of a project by working with a senior level resource on assigned development/deployment activities and design, build, and maintain cloud environments focusing on uptime, access, control, and network security using automation and configuration management tools. Experience level knowledge on AWS Deployment Services, AWS beanstalk, AWS tools & SDK, AWS Cloud9, AWS CodeStar, AWS Command line interface etc and hands on experience on AWS ECS, AWS ECR, AWS EKS, AWS Fargate, AWS Lambda function, Elastic Chache, S3 objects, API Gateway, AWS Cloud Watch and AWS SNS. 
Required Technical and Professional Expertise  Should be AWS certified Developer Experience in Modernizing applications to Container based platform using EKS, ECS, Fargate Should have worked on at least 3 engagements modernizing client applications to Container based solutions. Should be expert in any of the programming languages like Java, .NET, Node .js, Python, Ruby, Angular .js Proven experience on using DevOps tools during Modernization. Solid experience around No-SQL database. Should have used Orchestration engine like Kubernetes, Mesos  
Preferred Technical and Professional Expertise  Creative problem-solving skills and superb communication Skill.",,,,,
IBM,05-02-2024 12:32,1706530625-31,,https://careers.ibm.com/job/19481613/-ibm-japan-technology-tokyo-jp/?codes=WEB_SEARCH_NA,"Tokyo, JP",Employment Type:?????,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"???
???????????????????IBM??·?????????????????IBM???????????????????????·?????????????????????·??????????????????????
????????IBM????????????????????????????????????????????????????

?????????
??????
·??????????????????IBM????????????????????????????????????????
·????????????????????????????????????????????????????
·??????????????????????????????????????????????????????
???????????
·???????????????????????????????????????????
·?????????Role?????(?????????????????)????????????????????
·??????????????????????????????????????????
·??????????????(2023?11????????????????????????)
?????????????
·?????????????????????????????????????????????????????
·????????(??????????????)??????

??????·??
·??????????????????????????????????????????????
·???????????????
·IT?????????????????????????????·??
·????????????????????????????

???????·??
·???????????????
·????????????????????????????????
·???????????(???????????????????)
·?????????????????????? 
·?????????????????
·IBM?????",,,,,
IBM,05-02-2024 12:32,1706530631-32,SAP CO Consultant,https://careers.ibm.com/job/19102674/sap-co-consultant-remote/?codes=WEB_SEARCH_NA,"Bucharest, RO",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world.? Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology. A career in IBM Consulting embraces long-term relationships and close collaboration with clients across the globe. You’ll work with visionaries across multiple industries to improve the hybrid cloud and AI journey for the most innovative and valuable companies in the world. Your ability to accelerate impact and make meaningful change for your clients is enabled by our strategic partner ecosystem and our robust technology platforms across the IBM portfolio; including IBM Software and Red Hat. Curiosity and a constant quest for knowledge serve as the foundation to success in IBM Consulting. In your role, you’ll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions resulting in ground breaking impact for a wide network of clients. Our culture of evolution and empathy centers on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.
#LI-hybrid

Your Role and Responsibilities As a Consultant you will serve as a client-facing practitioner who will sells, leads and implements expert services utilizing the breadth of IBM’s offerings and technologies. A successful Consultant is regarded by clients as a trusted business advisor who collaborates to provide innovative solutions used to solve the most challenging business problems. Your primary responsibilities include:
• Work from strategy development to solution implementation using your knowledge of SAP and working with the latest technologies in the areas of Finance and Controlling..
• Partner with a cross-functional global team to ensure customer success in an agile environment.
• Help inspire, contribute to and shape our consulting capability in the SAP space as we seek to grow our offerings to existing and future customers. 
Required Technical and Professional Expertise  Excellent configuration experience within SAP CO module, with a minimum of 2-5 years of experience Ideally, at least 2 full cycle SAP CO implementation projects Very good communication skills Partial travel availability Fluent English  
Preferred Technical and Professional Expertise
NA",,,,,
IBM,05-02-2024 12:32,1706530635-33,Oracle ERP Finance Consultant,https://careers.ibm.com/job/19305175/oracle-erp-finance-consultant-bangalore-in/?codes=WEB_SEARCH_NA,"Bangalore, IN",Employment Type:Full-Time,,,,https://www.ibm.com/careers/search,https://cdn-static.findly.com/wp-content/uploads/sites/1432/2020/12/logo.png,,,,"Introduction
In this role, you’ll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology. A career in IBM Consulting is rooted by long-term relationships and close collaboration with clients across the globe.
You’ll work with visionaries across multiple industries to improve the hybrid cloud and AI journey for the most innovative and valuable companies in the world. Your ability to accelerate impact and make meaningful change for your clients is enabled by our strategic partner ecosystem and our robust technology platforms across the IBM portfolio; including Software and Red Hat.
Curiosity and a constant quest for knowledge serve as the foundation to success in IBM Consulting. In your role, you’ll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions resulting in ground breaking impact for a wide network of clients. Our culture of evolution and empathy centers on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.

Your Role and Responsibilities
As a Consultant you will serve as a client-facing practitioner who sells, leads and implements expert services utilizing the breadth of IBM’s offerings and technologies. A successful Consultant is regarded by clients as a trusted business advisor who collaborates to provide innovative solutions used to solve the most challenging business problems.
You will work developing solutions that excel at user experience, style, performance, reliability, and scalability to reduce costs and improve profit and shareholder value. Your primary responsibilities include:  Creative problem-solving skills and superb communication Skill. Respond to technical queries / requests from team members and customers. Ambitious individual who can work under their own direction towards agreed targets/goals. Ability to handle change and be open to it along with good time management and an able to work under stress Maintain technical knowledge by attending educational workshops, reviewing publications  
Required Technical and Professional Expertise  Should have 7+ years of experience in implementing Oracle ERP 11i/R12 systems  Should Have Experience in GL, AP, AR, EBTAx, Fixed Assets, Financial Consolidation, Project Accounting.  Should have experience in at least 3 project full life cycle implementations. Hands-on knowledge of Oracle suggested implementation methodology and their work products (AIM/OUM) Experience in designing & documenting solutions that integrate multiple disparate systems in a high-volume transaction processing environment  
Preferred Technical and Professional Expertise  Excellent written and verbal interpersonal skills for coordinating across teams. Knowledge of Tax and Statutory requirements for country specific localizations is an added advantage Knowledge in ERP Cloud is an added advantage.",,,,,
,,,,,,,,,,,,,,h,,,,,,
